SalePrice,PID,Lot Frontage,Lot Area,Street,Neighborhood,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Roof Style,Heating,Central Air,Electrical,Full Bath,Half Bath,Bedroom AbvGr,TotRms AbvGrd,Gr Liv Area,Functional,Screen Porch,Pool Area,Yr Sold,Sale Type
97500,527404180,60,7200,Pave,"NAmes",1Fam,1Story,4,4,1971,Gable,GasA,Y,SBrkr,1,0,3,5,874,Typ,0,0,2006,WD
126000,903231090,NA,6240,Pave,BrkSide,1Fam,1.5Fin,6,5,1938,Gable,GasA,Y,SBrkr,1,1,3,6,1409,Typ,0,0,2007,WD
210000,907285080,70,8750,Pave,CollgCr,1Fam,2Story,7,5,1994,Gable,GasA,Y,SBrkr,2,1,4,8,1908,Typ,0,0,2008,WD
279500,906378170,91,10652,Pave,CollgCr,1Fam,1Story,7,5,2006,Gable,GasA,Y,SBrkr,2,0,3,7,1494,Typ,0,0,2007,New
198500,908128060,64,7301,Pave,Edwards,1Fam,SFoyer,7,5,2003,Gable,GasA,Y,SBrkr,3,0,4,7,1922,Typ,0,0,2009,ConLD
130000,908188150,32,3363,Pave,Edwards,TwnhsE,2Story,7,5,2004,Gable,GasA,Y,SBrkr,2,0,3,7,1708,Maj1,0,0,2006,WD
281500,528172030,NA,12568,Pave,NridgHt,1Fam,2Story,8,5,2007,Hip,GasA,Y,SBrkr,2,1,3,8,1818,Typ,0,0,2007,New
158000,531375100,63,13072,Pave,SawyerW,1Fam,1Story,6,5,2004,Gable,GasA,Y,SBrkr,1,1,3,5,1158,Typ,0,0,2006,New
148000,535178100,125,10000,Pave,"NAmes",1Fam,SLvl,5,6,1956,Hip,GasA,Y,SBrkr,1,0,3,6,1370,Typ,120,0,2006,WD
154000,528188150,36,2448,Pave,NridgHt,Twnhs,2Story,7,5,2003,Gable,GasA,Y,SBrkr,2,1,2,6,1626,Typ,0,0,2008,WD
112000,909256020,51,6191,Pave,SWISU,1Fam,1.5Fin,5,4,1941,Gable,GasA,N,SBrkr,1,0,4,6,1288,Typ,0,0,2006,WD
265000,528482030,85,10625,Pave,Somerst,1Fam,2Story,6,5,2004,Gable,GasA,Y,SBrkr,2,1,4,9,2443,Min2,0,0,2007,WD
135000,903484020,60,10320,Pave,IDOTRR,1Fam,1.5Fin,6,7,1906,Gable,GasA,Y,SBrkr,1,0,3,7,1469,Typ,0,0,2008,WD
214000,535152050,70,8197,Pave,"NAmes",1Fam,1Story,7,5,2003,Gable,GasA,Y,SBrkr,2,0,3,7,1480,Typ,0,0,2010,WD
217000,906382020,75,11750,Pave,CollgCr,1Fam,1Story,7,5,2005,Gable,GasA,Y,SBrkr,2,0,3,7,1546,Typ,0,0,2007,WD
230000,916252170,NA,8239,Pave,GrnHill,TwnhsE,1Story,7,5,1986,Gable,GasA,Y,SBrkr,2,0,2,5,1295,Typ,0,0,2006,WD
184000,527402240,NA,7472,Pave,"NAmes",1Fam,2Story,7,9,1972,Gable,GasA,Y,SBrkr,1,1,4,7,1479,Typ,0,0,2007,WD
146000,527453050,24,2308,Pave,NPkVill,TwnhsE,2Story,6,5,1976,Gable,GasA,Y,SBrkr,2,1,3,7,1548,Typ,0,0,2009,WD
180400,527166040,63,8402,Pave,Gilbert,1Fam,2Story,6,5,1998,Gable,GasA,Y,SBrkr,2,1,3,7,1465,Typ,0,0,2010,WD
192000,907260040,70,8749,Pave,CollgCr,1Fam,1Story,7,5,2002,Gable,GasA,Y,SBrkr,2,0,3,6,1459,Typ,0,0,2007,WD
112000,527451320,21,1680,Pave,BrDale,Twnhs,2Story,5,5,1971,Gable,GasA,Y,SBrkr,2,1,3,6,1302,Typ,0,0,2009,COD
195800,907410100,70,8400,Pave,CollgCr,1Fam,2Story,7,5,2005,Gable,GasA,Y,SBrkr,2,1,3,6,1611,Typ,0,0,2006,WD
185900,528294060,77,8390,Pave,Gilbert,1Fam,2Story,7,5,1999,Gable,GasA,Y,SBrkr,2,1,3,7,1651,Typ,0,0,2008,WD
72500,534451080,NA,6627,Pave,BrkSide,1Fam,1Story,3,6,1949,Hip,Floor,N,SBrkr,1,0,2,4,720,Typ,0,0,2008,WD
115000,535403040,66,7800,Pave,"NAmes",1Fam,1Story,5,5,1964,Gable,GasA,Y,SBrkr,1,0,2,5,912,Typ,0,0,2006,WD
113000,905452050,50,9340,Pave,Edwards,1Fam,1Story,4,6,1941,Hip,GasA,Y,SBrkr,1,0,2,4,672,Typ,0,0,2009,WD
75200,910202030,46,3672,Pave,IDOTRR,1Fam,1Story,5,7,1922,Gable,GasA,Y,SBrkr,1,0,2,5,816,Typ,0,0,2007,WD
173000,914475030,72,9360,Pave,Mitchel,1Fam,SFoyer,6,7,1977,Gable,GasA,Y,SBrkr,1,1,2,5,1287,Typ,120,0,2009,WD
300000,532476080,NA,19522,Pave,Veenker,1Fam,2Story,7,5,1990,Gable,GasA,Y,SBrkr,2,1,3,7,2503,Typ,182,0,2007,WD
174900,534401130,82,9020,Pave,"NAmes",1Fam,SLvl,6,7,1966,Gable,GasA,Y,SBrkr,1,1,3,6,1165,Typ,0,0,2008,WD
90500,923228260,21,1936,Pave,MeadowV,Twnhs,2Story,4,7,1970,Gable,GasA,Y,SBrkr,1,1,3,5,1092,Typ,0,0,2006,WD
130000,923225490,62,9858,Pave,Mitchel,1Fam,1Story,5,6,1968,Gable,GasA,Y,SBrkr,1,0,3,5,874,Typ,0,0,2009,WD
188500,528235010,71,7795,Pave,Gilbert,1Fam,2Story,7,5,2004,Gable,GasA,Y,SBrkr,2,1,3,6,1432,Typ,0,0,2009,WD
181500,533254130,80,9600,Pave,Veenker,1Fam,1Story,6,8,1976,Gable,GasA,Y,SBrkr,2,0,3,6,1262,Typ,0,0,2007,WD
94000,905101100,54,6342,Pave,Sawyer,1Fam,1.5Fin,5,8,1875,Gable,GasA,N,SBrkr,1,0,2,6,1020,Typ,0,0,2010,WD
239799,906382050,73,8760,Pave,CollgCr,1Fam,2Story,7,5,2006,Gable,GasA,Y,SBrkr,2,1,3,7,1962,Typ,0,0,2006,New
315000,528363050,NA,10750,Pave,NoRidge,1Fam,1Story,8,5,1994,Hip,GasA,Y,SBrkr,2,0,3,7,2063,Typ,0,0,2009,WD
93000,905477010,77,8335,Pave,Edwards,1Fam,1Story,5,5,1954,Gable,GasA,Y,SBrkr,1,0,3,5,1124,Min2,0,0,2006,WD
137000,902206270,57,9639,Pave,OldTown,1Fam,2Story,4,8,1900,Gable,GasA,Y,SBrkr,2,1,4,7,1798,Typ,0,0,2007,WD
181000,528228450,43,3182,Pave,Blmngtn,TwnhsE,1Story,7,5,2005,Gable,GasA,Y,SBrkr,2,0,1,7,1504,Typ,0,0,2009,WD
232500,916455120,82,11202,Pave,Timber,1Fam,1Story,8,5,2003,Hip,GasA,Y,SBrkr,2,0,3,7,1440,Typ,0,0,2008,WD
185000,907405130,65,8450,Pave,CollgCr,1Fam,1Story,7,5,2003,Gable,GasA,Y,SBrkr,2,0,3,6,1337,Typ,0,0,2007,WD
212000,527184110,35,5118,Pave,StoneBr,TwnhsE,1Story,8,5,1990,Gable,GasA,Y,SBrkr,1,0,1,4,1321,Typ,0,0,2007,WD
184900,531371050,67,10083,Pave,SawyerW,1Fam,1Story,7,5,2003,Gable,GasA,Y,SBrkr,2,0,2,5,1200,Typ,0,0,2009,WD
147000,534403420,NA,11382,Pave,"NAmes",1Fam,1Story,6,5,1964,Gable,GasA,Y,SBrkr,1,0,3,7,1374,Typ,0,0,2007,WD
207500,528490080,64,8791,Pave,Somerst,1Fam,2Story,6,5,2003,Gable,GasA,Y,SBrkr,2,1,3,7,1728,Typ,0,0,2008,WD
194000,906380170,64,7406,Pave,CollgCr,1Fam,1Story,7,5,2006,Gable,GasA,Y,SBrkr,2,0,2,6,1220,Typ,0,0,2006,New
237500,526353050,NA,12925,Pave,"NAmes",1Fam,1Story,6,7,1970,Gable,GasA,Y,SBrkr,2,1,4,7,2117,Typ,0,0,2008,WD
107900,902205140,50,6000,Pave,OldTown,1Fam,1Story,4,7,1954,Gable,GasA,Y,SBrkr,1,0,2,4,901,Typ,0,0,2008,WD
72000,910203100,61,8534,Pave,IDOTRR,1Fam,1Story,4,4,1925,Gable,GasA,N,FuseA,1,0,2,4,672,Min1,0,0,2006,WD
189000,527183030,40,4671,Pave,StoneBr,TwnhsE,1Story,8,5,1988,Gable,GasA,Y,SBrkr,2,0,2,5,1228,Typ,0,0,2008,WD
145000,908186060,35,3675,Pave,Edwards,TwnhsE,SLvl,5,5,2005,Gable,GasA,Y,SBrkr,1,0,2,5,1072,Typ,0,0,2006,WD
191000,907285050,70,8750,Pave,CollgCr,1Fam,2Story,7,5,1996,Gable,GasA,Y,SBrkr,2,1,2,7,1716,Typ,0,0,2009,WD
327000,528327070,106,12720,Pave,NoRidge,1Fam,2Story,8,5,2000,Gable,GasA,Y,SBrkr,2,1,4,10,2687,Typ,0,0,2009,WD
201000,914476520,129,9196,Pave,Mitchel,1Fam,1Story,7,5,2003,Gable,GasA,Y,SBrkr,2,0,3,7,1560,Typ,0,0,2010,WD
128000,534475100,80,9920,Pave,"NAmes",1Fam,1Story,5,5,1954,Gable,GasA,Y,SBrkr,1,0,3,6,1063,Typ,0,0,2010,WD
198900,906385010,94,10402,Pave,CollgCr,1Fam,1Story,7,5,2009,Gable,GasA,Y,SBrkr,2,0,3,6,1226,Typ,0,0,2010,WD
129400,902306120,60,6000,Pave,OldTown,1Fam,2Story,5,9,1905,Gable,GasA,Y,SBrkr,1,1,3,7,1540,Typ,0,0,2008,WD
136500,909175100,60,8400,Pave,SWISU,1Fam,1.5Fin,6,5,1925,Gable,GasA,Y,SBrkr,2,0,4,7,1694,Typ,0,0,2008,WD
143000,527453160,24,2308,Pave,NPkVill,TwnhsE,2Story,6,6,1975,Gable,GasA,Y,SBrkr,2,1,4,7,1456,Typ,0,0,2008,WD
187500,906475110,NA,12205,Pave,ClearCr,1Fam,2Story,6,8,1966,Gable,GasA,Y,SBrkr,2,1,5,9,2087,Typ,0,0,2007,WD
180000,535125010,NA,19900,Pave,"NAmes",1Fam,1Story,7,5,1970,Gable,GasA,Y,SBrkr,2,0,3,7,2207,Min1,0,0,2010,WD
165500,528250010,NA,11950,Pave,Gilbert,1Fam,SLvl,7,5,2003,Gable,GasA,Y,SBrkr,2,1,3,7,1394,Typ,0,0,2007,WD
113000,535352090,80,8480,Pave,"NAmes",1Fam,1Story,5,6,1945,Gable,GasA,Y,SBrkr,1,0,2,4,793,Typ,0,0,2009,WD
143000,534202170,80,9600,Pave,"NAmes",1Fam,1Story,5,5,1967,Hip,GasA,Y,SBrkr,1,1,3,7,1568,Typ,0,0,2009,COD
154500,905101450,70,8414,Pave,Sawyer,1Fam,1Story,6,8,1963,Hip,GasA,Y,SBrkr,1,0,3,6,1068,Typ,0,0,2006,WD
165600,527163020,NA,7685,Pave,Gilbert,1Fam,2Story,6,5,1993,Gable,GasA,Y,SBrkr,2,1,3,6,1501,Typ,0,0,2006,WD
162000,534128100,NA,12936,Pave,NWAmes,1Fam,2Story,6,6,1972,Gable,GasA,Y,SBrkr,1,1,3,6,1395,Typ,0,0,2009,WD
118858,906226100,64,7018,Pave,SawyerW,Duplex,1Story,5,5,1979,Gable,GasA,Y,SBrkr,2,0,4,8,1535,Typ,0,0,2009,WD
261329,528480180,84,10440,Pave,Somerst,1Fam,1Story,8,5,2007,Gable,GasA,Y,SBrkr,2,0,2,6,1584,Typ,0,0,2007,New
184500,527375160,81,10530,Pave,NWAmes,1Fam,SLvl,6,6,1975,Gable,GasA,Y,SBrkr,3,0,3,8,1875,Typ,0,0,2006,WD
109900,903458060,40,4800,Pave,IDOTRR,1Fam,1Story,4,7,1916,Gable,GasA,Y,FuseA,1,0,2,5,1196,Typ,0,0,2007,WD
125200,908103350,65,6305,Pave,Edwards,1Fam,SLvl,6,6,1975,Gable,GasA,Y,SBrkr,1,0,3,5,1096,Typ,0,0,2010,WD
166000,527164020,58,7250,Pave,Gilbert,1Fam,1Story,6,5,1993,Gable,GasA,Y,SBrkr,2,0,3,6,1190,Typ,0,0,2009,WD
96000,527451180,21,1680,Pave,BrDale,Twnhs,2Story,6,5,1971,Gable,GasA,Y,SBrkr,1,1,2,5,987,Typ,0,0,2010,COD
85500,923226300,21,1504,Pave,MeadowV,Twnhs,2Story,4,4,1972,Gable,GasA,Y,SBrkr,1,1,3,5,1092,Typ,0,0,2007,WD
216000,905376090,NA,17541,Pave,Edwards,1Fam,1Story,5,7,1948,Hip,GasA,Y,SBrkr,2,0,3,6,1325,Typ,0,0,2007,WD
282500,528180080,48,5911,Pave,NridgHt,TwnhsE,1Story,9,5,2005,Hip,GasA,Y,SBrkr,2,0,2,6,1565,Typ,0,0,2006,WD
171925,528221030,62,8857,Pave,Gilbert,1Fam,2Story,6,5,2006,Gable,GasA,Y,SBrkr,2,1,3,7,1495,Typ,0,0,2007,New
395039,906412050,91,11778,Pave,CollgCr,1Fam,1Story,9,5,2008,Hip,GasA,Y,SBrkr,2,1,3,8,1766,Typ,0,0,2008,New
157000,535426260,NA,10920,Pave,"NAmes",1Fam,1Story,6,5,1960,Hip,GasA,Y,SBrkr,1,1,2,5,1253,Typ,0,0,2008,WD
278000,527131030,40,5664,Pave,StoneBr,TwnhsE,1Story,8,5,2000,Gable,GasA,Y,SBrkr,2,0,2,5,1659,Typ,0,0,2009,WD
195000,906475100,NA,11500,Pave,ClearCr,1Fam,1Story,6,6,1966,Flat,GasA,Y,SBrkr,2,0,2,6,1643,Typ,0,0,2008,WD
143000,923204140,100,25000,Pave,Mitchel,Duplex,1Story,5,4,1967,Gable,GasA,Y,SBrkr,2,0,4,8,1632,Typ,0,0,2007,WD
188000,909276210,110,7810,Pave,Crawfor,1Fam,1.5Fin,4,6,1930,Gable,GasA,Y,SBrkr,2,0,4,7,1755,Typ,0,0,2007,WD
127000,905105260,66,7742,Pave,Sawyer,1Fam,1Story,5,7,1966,Gable,GasA,Y,SBrkr,1,0,3,6,955,Typ,0,0,2007,WD
118500,905101200,61,7943,Pave,Sawyer,1Fam,1Story,4,5,1961,Gable,GasA,Y,SBrkr,1,0,3,5,1029,Typ,0,0,2007,WD
115000,527425090,70,10500,Pave,"NAmes",1Fam,1Story,4,5,1971,Gable,GasA,Y,SBrkr,1,0,3,5,864,Typ,0,0,2010,ConLI
159500,535179020,80,10032,Pave,"NAmes",1Fam,1Story,6,5,1959,Gable,GasA,Y,SBrkr,1,1,3,6,1580,Typ,160,0,2010,WD
125000,535378120,60,10230,Pave,OldTown,1Fam,1Story,5,7,1925,Gable,GasA,Y,SBrkr,1,0,3,6,1078,Typ,112,0,2009,WD
140000,923203010,62,6710,Pave,Mitchel,TwnhsE,SFoyer,6,5,1996,Gable,GasA,Y,SBrkr,0,1,0,3,936,Typ,0,0,2007,WD
170000,527358200,85,10625,Pave,NWAmes,1Fam,SFoyer,7,6,1974,Gable,GasA,Y,SBrkr,2,0,3,6,1173,Typ,0,0,2010,WD
172500,533213040,34,3230,Pave,Somerst,TwnhsE,2Story,6,5,1999,Gable,GasA,Y,SBrkr,2,1,3,6,1471,Typ,0,0,2009,WD
142000,535301060,60,11556,Pave,"NAmes",1Fam,1Story,5,9,1953,Gable,GasA,Y,SBrkr,1,1,3,6,1154,Typ,0,0,2007,WD
500000,528176010,110,14300,Pave,NridgHt,1Fam,1Story,9,5,2003,Hip,GasA,Y,SBrkr,2,1,3,10,2696,Typ,0,0,2010,WD
179900,903429110,68,9928,Pave,OldTown,1Fam,2Story,7,8,1915,Gable,GasA,Y,SBrkr,2,0,3,8,1944,Min2,0,0,2009,WD
102900,535353060,75,9533,Pave,"NAmes",1Fam,1Story,5,5,1953,Hip,GasA,Y,FuseA,1,1,2,7,1210,Typ,0,0,2009,ConLD
260000,906392100,78,11645,Pave,CollgCr,1Fam,1Story,7,5,2005,Gable,GasA,Y,SBrkr,2,0,3,7,1734,Typ,0,0,2006,WD
211000,907265010,NA,11250,Pave,CollgCr,1Fam,2Story,7,5,2001,Gable,GasA,Y,SBrkr,2,1,3,6,1870,Typ,0,0,2009,WD
200000,534425015,NA,22002,Pave,"NAmes",1Fam,1Story,6,7,1959,Gable,GasA,Y,SBrkr,1,1,3,6,1652,Typ,201,0,2007,WD
125000,908152100,72,7200,Pave,Edwards,1Fam,SLvl,6,6,1976,Hip,GasA,Y,SBrkr,1,0,3,6,1125,Typ,0,0,2009,WD
325000,902401120,75,13500,Pave,OldTown,1Fam,2.5Unf,10,9,1893,Gable,GasA,Y,SBrkr,3,1,3,9,2775,Typ,0,0,2008,WD
161000,534401200,80,9200,Pave,"NAmes",1Fam,SLvl,6,5,1965,Gable,GasA,Y,SBrkr,2,0,3,5,1042,Typ,0,0,2007,WD
426000,528102110,96,12474,Pave,NridgHt,1Fam,2Story,10,5,2007,Gable,GasA,Y,SBrkr,2,1,3,9,2332,Typ,0,0,2008,New
134000,923225050,44,4224,Pave,MeadowV,TwnhsE,1Story,5,5,1976,Gable,GasA,Y,SBrkr,1,1,3,6,1142,Typ,0,0,2007,WD
200000,906380210,64,6762,Pave,CollgCr,1Fam,1Story,7,5,2007,Gable,GasA,Y,SBrkr,2,0,2,6,1290,Typ,0,0,2009,WD
220000,527302210,85,14450,Pave,NWAmes,1Fam,1Story,7,5,1979,Hip,GasA,Y,SBrkr,2,0,3,6,1782,Typ,0,0,2008,WD
277000,906426060,NA,159000,Pave,ClearCr,1Fam,1.5Fin,6,7,1958,Gable,GasA,Y,SBrkr,2,0,4,7,2144,Typ,0,0,2007,WD
155900,907290230,37,4435,Pave,CollgCr,TwnhsE,1Story,6,5,2004,Gable,GasA,Y,SBrkr,1,0,1,3,848,Typ,0,0,2006,WD
156500,905108090,NA,9662,Pave,Sawyer,Duplex,1Story,5,4,1977,Gable,GasA,Y,SBrkr,2,0,6,10,1967,Typ,0,0,2006,WD
139000,527402090,70,10500,Pave,"NAmes",1Fam,SLvl,5,7,1971,Gambrel,GasA,Y,SBrkr,1,0,3,5,1109,Typ,0,0,2007,WD
149900,527453130,24,2280,Pave,NPkVill,Twnhs,2Story,6,6,1975,Gable,GasA,Y,SBrkr,2,1,3,6,1456,Typ,0,0,2010,WD
176000,533213140,34,3230,Pave,Somerst,TwnhsE,2Story,6,5,1999,Gable,GasA,Y,SBrkr,2,1,2,5,1458,Typ,0,0,2007,WD
100000,908276140,62,7692,Pave,Edwards,1Fam,SLvl,4,6,1954,Gable,GasA,Y,FuseA,1,0,3,6,1204,Typ,0,0,2008,WD
79000,905480150,60,9600,Pave,Edwards,1Fam,1.5Fin,6,5,1924,Gable,Grav,N,FuseF,1,0,2,5,1096,Typ,0,0,2008,WD
270000,916475020,85,14536,Pave,Timber,1Fam,1Story,8,5,2002,Hip,GasA,Y,SBrkr,2,0,3,9,1629,Typ,0,0,2007,WD
246900,907295040,73,17227,Pave,CollgCr,1Fam,1Story,8,5,1999,Gable,GasA,Y,SBrkr,1,1,1,5,1341,Typ,0,0,2007,WD
383000,528114040,104,14418,Pave,NridgHt,1Fam,1Story,9,5,2007,Hip,GasA,Y,SBrkr,2,0,2,7,1950,Typ,0,0,2008,WD
168000,909177120,60,7290,Pave,SWISU,1Fam,1Story,7,8,1921,Gable,GasA,Y,SBrkr,2,0,2,7,1424,Typ,0,0,2008,WD
172500,534251030,NA,16500,Pave,NWAmes,1Fam,SFoyer,6,5,1971,Hip,GasA,Y,SBrkr,2,0,3,5,1320,Typ,0,0,2009,WD
355000,527208010,101,13543,Pave,StoneBr,1Fam,2Story,8,5,2005,Gable,GasA,Y,SBrkr,3,1,5,9,2500,Typ,0,0,2008,WD
133900,907227110,60,7200,Pave,CollgCr,1Fam,SFoyer,5,8,1972,Gable,GasA,Y,SBrkr,1,0,2,5,768,Typ,0,0,2009,WD
441929,527256030,85,14082,Pave,StoneBr,1Fam,1Story,8,5,2006,Hip,GasA,Y,SBrkr,1,1,1,7,2234,Typ,0,0,2007,WD
189000,527162130,60,7500,Pave,Gilbert,1Fam,2Story,7,5,1999,Gable,GasA,Y,SBrkr,2,1,3,7,1804,Typ,0,0,2010,WD
190000,533130020,107,10186,Pave,NoRidge,1Fam,2Story,7,5,1992,Gable,GasA,Y,SBrkr,2,1,3,8,1923,Typ,0,0,2010,WD
370967,528186130,89,8232,Pave,NridgHt,TwnhsE,1Story,9,5,2007,Hip,GasA,Y,SBrkr,2,0,2,6,1800,Typ,0,0,2008,New
121500,905451300,68,9571,Pave,Edwards,1Fam,1Story,5,5,1956,Hip,GasA,Y,FuseA,1,0,2,5,1073,Typ,0,0,2009,WD
127000,907203070,68,7480,Pave,CollgCr,1Fam,1Story,5,6,1972,Gable,GasA,Y,SBrkr,1,0,3,5,876,Typ,0,0,2010,WD
99500,902207170,60,8520,Pave,OldTown,1Fam,1Story,5,8,1923,Gable,GasA,Y,SBrkr,1,0,2,5,792,Typ,0,0,2009,WD
134000,914452190,71,9187,Pave,Mitchel,1Fam,1Story,6,5,1983,Gable,GasA,Y,SBrkr,1,1,3,5,1080,Typ,0,0,2007,WD
108500,904302010,59,4484,Pave,SWISU,2fmCon,1.5Fin,5,6,1942,Gable,GasA,N,SBrkr,1,0,2,4,1282,Typ,0,0,2007,WD
140000,908102100,70,9170,Pave,Edwards,1Fam,1Story,5,7,1965,Hip,GasA,Y,SBrkr,1,0,2,6,1214,Typ,0,0,2007,WD
108000,535180130,60,8382,Pave,"NAmes",1Fam,1.5Fin,4,5,1956,Gable,GasA,Y,FuseA,1,0,3,5,1337,Typ,0,0,2010,WD
142000,535325450,85,15428,Pave,"NAmes",1Fam,1Story,5,6,1951,Hip,GasA,Y,SBrkr,1,0,2,4,884,Typ,195,0,2006,WD
136000,535180100,75,9464,Pave,"NAmes",1Fam,1Story,6,7,1958,Hip,GasA,Y,SBrkr,1,0,3,5,1080,Typ,130,0,2008,WD
107500,905477050,70,7000,Pave,Edwards,2fmCon,2Story,5,7,1910,Gable,GasA,Y,SBrkr,1,0,3,5,1347,Typ,0,0,2008,WD
115000,903231190,NA,6240,Pave,BrkSide,1Fam,1.5Fin,5,4,1936,Gable,GasA,Y,FuseA,1,0,3,7,1344,Typ,0,0,2006,WD
125000,531452050,50,7175,Pave,SawyerW,TwnhsE,1Story,6,5,1984,Gable,GasA,Y,SBrkr,1,0,2,4,752,Typ,90,0,2010,WD
139500,531363080,74,7733,Pave,SawyerW,1Fam,1Story,6,5,2005,Gable,GasA,Y,SBrkr,1,1,3,5,1142,Typ,0,0,2006,WD
135000,535452060,70,7000,Pave,"NAmes",1Fam,1Story,5,7,1960,Gable,GasA,Y,SBrkr,1,0,2,6,1134,Typ,0,0,2007,WD
309000,527108060,42,13751,Pave,Gilbert,1Fam,2Story,7,5,2005,Gable,GasA,Y,SBrkr,2,1,3,9,2212,Typ,115,0,2006,New
177900,527107090,53,14137,Pave,Gilbert,1Fam,1Story,5,5,1996,Gable,GasA,Y,SBrkr,2,0,3,7,1384,Typ,0,0,2008,WD
146000,527454200,24,2280,Pave,NPkVill,Twnhs,2Story,6,5,1978,Gable,GasA,Y,SBrkr,2,1,3,7,1456,Typ,0,0,2010,WD
164000,905202210,87,13050,Pave,ClearCr,1Fam,1Story,5,6,1963,Flat,GasA,Y,SBrkr,1,0,1,4,1000,Typ,0,0,2006,WD
134500,905452120,50,9360,Pave,Edwards,1Fam,2Story,6,8,1962,Gable,GasA,Y,SBrkr,1,1,3,7,1269,Typ,0,0,2008,WD
124000,905378040,124,18600,Pave,Edwards,1Fam,1.5Fin,3,4,1938,Gable,GasA,Y,FuseA,2,0,4,8,1610,Typ,0,0,2010,WD
375000,527127100,28,7296,Pave,StoneBr,TwnhsE,1Story,8,5,2004,Gable,GasA,Y,SBrkr,2,0,1,8,2522,Typ,0,0,2009,WD
173500,923202105,93,10114,Pave,Mitchel,1Fam,1Story,5,5,2004,Gable,GasA,Y,SBrkr,2,0,3,7,1430,Typ,0,0,2010,WD
172000,526351010,81,14267,Pave,"NAmes",1Fam,1Story,6,6,1958,Hip,GasA,Y,SBrkr,1,1,3,6,1329,Typ,0,0,2010,WD
205000,527359070,80,10480,Pave,NWAmes,1Fam,2Story,7,6,1976,Hip,GasA,Y,SBrkr,2,1,4,8,1964,Typ,0,0,2008,WD
92000,908227010,72,7822,Pave,Edwards,1Fam,1.5Fin,6,3,1915,Gable,GasA,Y,FuseF,2,0,3,7,1338,Typ,0,0,2006,WD
171000,914476500,82,11070,Pave,Mitchel,Duplex,1Story,7,5,1988,Gable,GasA,Y,SBrkr,3,0,5,9,1959,Typ,0,0,2006,WD
175000,528280110,62,7917,Pave,Gilbert,1Fam,2Story,6,5,1999,Gable,GasA,Y,SBrkr,2,1,3,7,1647,Typ,0,0,2007,WD
185900,907412080,64,8320,Pave,CollgCr,1Fam,2Story,7,5,2004,Gable,GasA,Y,SBrkr,2,1,3,6,1582,Typ,0,0,2008,WD
138000,535454150,60,8064,Pave,"NAmes",1Fam,1.5Fin,6,6,1948,Gable,GasA,Y,SBrkr,2,0,3,5,1320,Typ,0,0,2008,WD
269500,906230010,NA,11855,Pave,SawyerW,Duplex,2Story,7,5,2000,Hip,GasA,Y,SBrkr,4,2,6,8,2787,Typ,0,0,2009,WD
148500,527454120,24,2529,Pave,NPkVill,Twnhs,1Story,7,6,1977,Gable,GasA,Y,SBrkr,2,0,2,4,1055,Typ,0,0,2008,WD
166800,535176100,90,13200,Pave,"NAmes",1Fam,1Story,6,6,1958,Gable,GasA,Y,SBrkr,1,0,3,5,1570,Typ,0,0,2008,WD
262280,906204150,86,11839,Pave,SawyerW,1Fam,2Story,7,5,1990,Hip,GasA,Y,SBrkr,2,1,4,10,2329,Typ,0,0,2008,WD
222000,909475300,NA,21695,Pave,Crawfor,1Fam,1Story,6,9,1988,Hip,GasA,Y,SBrkr,2,0,3,5,1680,Typ,0,0,2009,WD
128000,527404020,NA,7830,Pave,"NAmes",1Fam,1Story,5,5,1970,Gable,GasA,Y,SBrkr,1,1,2,6,1180,Typ,0,0,2009,COD
161500,905229040,NA,11250,Pave,ClearCr,1Fam,1.5Fin,4,5,1957,Gable,GasA,Y,FuseA,1,0,5,8,1788,Min2,0,0,2009,WD
250000,907250070,90,11664,Pave,CollgCr,1Fam,1Story,7,5,2002,Hip,GasA,Y,SBrkr,2,0,3,6,1611,Typ,0,0,2009,WD
128000,531451150,50,8012,Pave,SawyerW,TwnhsE,2Story,6,5,1980,Gable,GasA,Y,SBrkr,1,1,2,5,1266,Typ,0,0,2007,WD
94500,527451520,21,1680,Pave,BrDale,Twnhs,2Story,6,5,1972,Gable,GasA,Y,SBrkr,1,1,2,5,987,Typ,0,0,2006,WD
90000,903458010,60,7200,Pave,IDOTRR,1Fam,1Story,6,6,1930,Gable,GasA,Y,FuseF,1,0,3,6,984,Typ,0,0,2006,ConLI
263550,528387030,NA,11692,Pave,NoRidge,1Fam,2Story,8,5,1993,Gable,GasA,Y,SBrkr,2,1,3,8,2232,Typ,0,0,2009,WD
172785,528221100,105,15578,Pave,Gilbert,1Fam,2Story,6,5,2006,Gable,GasA,Y,SBrkr,2,1,3,8,1456,Typ,0,0,2006,New
162000,535177100,NA,9610,Pave,"NAmes",1Fam,1Story,6,6,1958,Hip,GasA,Y,FuseA,1,1,3,7,1336,Typ,0,0,2006,WD
240900,527364030,70,7000,Pave,Somerst,1Fam,2Story,7,5,2003,Gable,GasA,Y,SBrkr,2,1,3,7,1884,Typ,0,0,2009,WD
206580,528235170,59,10936,Pave,Gilbert,1Fam,1Story,7,5,2006,Gable,GasA,Y,SBrkr,2,1,3,6,1525,Typ,0,0,2007,New
190000,914475090,74,9620,Pave,Mitchel,1Fam,SLvl,6,7,1977,Gable,GasA,Y,SBrkr,2,0,3,6,1285,Typ,0,0,2010,WD
